taxonKey	year	em_status	dr_1	dr_2	dr_3	dr_4
8909595	2018	2	FALSE	TRUE	FALSE	FALSE
9442269	2018	1	FALSE	FALSE	FALSE	TRUE
9799308	2018	1	TRUE	FALSE	FALSE	FALSE
1311477	2019	1	FALSE	FALSE	FALSE	FALSE
1651430	2019	2	FALSE	TRUE	FALSE	FALSE
2225776	2019	1	FALSE	FALSE	FALSE	FALSE
2226990	2019	1	FALSE	FALSE	FALSE	FALSE
2227300	2019	3	FALSE	TRUE	FALSE	TRUE
2340977	2019	0	TRUE	FALSE	TRUE	FALSE
2362868	2019	1	FALSE	FALSE	FALSE	FALSE
2394486	2019	1	FALSE	FALSE	FALSE	FALSE
2427091	2019	1	FALSE	FALSE	FALSE	FALSE
2434552	2019	1	FALSE	FALSE	FALSE	FALSE
2437394	2019	1	FALSE	FALSE	FALSE	FALSE
2437450	2019	2	FALSE	TRUE	FALSE	FALSE
2440946	2019	2	FALSE	TRUE	FALSE	FALSE
2443002	2019	3	FALSE	TRUE	FALSE	TRUE
2480764	2019	1	FALSE	FALSE	FALSE	FALSE
2482499	2019	0	TRUE	FALSE	TRUE	FALSE
2486131	2019	0	TRUE	FALSE	TRUE	FALSE
2489005	2019	1	FALSE	FALSE	FALSE	FALSE
2498252	2019	2	FALSE	TRUE	FALSE	FALSE
2498305	2019	1	FALSE	FALSE	FALSE	FALSE
2765940	2019	1	FALSE	FALSE	FALSE	FALSE
2865565	2019	2	FALSE	TRUE	FALSE	FALSE
2869311	2019	2	FALSE	TRUE	FALSE	FALSE
2870583	2019	1	FALSE	FALSE	FALSE	FALSE
2882443	2019	2	FALSE	TRUE	FALSE	FALSE
2889088	2019	2	FALSE	TRUE	FALSE	FALSE
2889173	2019	2	FALSE	TRUE	FALSE	FALSE
2891770	2019	3	FALSE	TRUE	FALSE	TRUE
2984306	2019	1	FALSE	FALSE	FALSE	FALSE
3034825	2019	2	FALSE	TRUE	FALSE	FALSE
3086784	2019	0	TRUE	FALSE	TRUE	FALSE
3129663	2019	3	FALSE	TRUE	FALSE	TRUE
3169169	2019	0	FALSE	FALSE	TRUE	FALSE
3170247	2019	2	FALSE	TRUE	FALSE	FALSE
3190653	2019	3	FALSE	TRUE	FALSE	TRUE
4038485	2019	2	FALSE	TRUE	FALSE	FALSE
4264680	2019	2	FALSE	TRUE	FALSE	FALSE
5218786	2019	2	FALSE	TRUE	FALSE	FALSE
5218823	2019	3	FALSE	TRUE	FALSE	TRUE
5219681	2019	1	FALSE	FALSE	FALSE	FALSE
5219683	2019	1	FALSE	FALSE	FALSE	FALSE
5219858	2019	2	FALSE	TRUE	FALSE	FALSE
5232437	2019	2	FALSE	TRUE	FALSE	FALSE
5329212	2019	2	FALSE	TRUE	FALSE	FALSE
5361762	2019	2	FALSE	TRUE	FALSE	FALSE
5361785	2019	2	FALSE	TRUE	FALSE	FALSE
5362054	2019	2	FALSE	TRUE	FALSE	FALSE
5420991	2019	2	FALSE	TRUE	FALSE	FALSE
5421039	2019	3	FALSE	TRUE	FALSE	TRUE
7978544	2019	1	FALSE	FALSE	FALSE	FALSE
8002952	2019	3	FALSE	TRUE	FALSE	TRUE
8848208	2019	2	FALSE	TRUE	FALSE	FALSE
8909595	2019	2	FALSE	TRUE	FALSE	FALSE
9442269	2019	3	FALSE	TRUE	FALSE	TRUE
9799308	2019	0	TRUE	FALSE	TRUE	FALSE
1311477	2020	3	FALSE	TRUE	FALSE	TRUE
1651430	2020	1	FALSE	FALSE	FALSE	FALSE
2225776	2020	1	FALSE	FALSE	FALSE	FALSE
2226990	2020	0	FALSE	FALSE	TRUE	FALSE
2227300	2020	3	FALSE	TRUE	FALSE	TRUE
2340977	2020	0	TRUE	FALSE	TRUE	FALSE
2362868	2020	1	FALSE	FALSE	FALSE	FALSE
2394486	2020	1	FALSE	FALSE	FALSE	FALSE
2427091	2020	2	FALSE	TRUE	FALSE	FALSE
2434552	2020	1	FALSE	FALSE	FALSE	FALSE
2437394	2020	1	FALSE	FALSE	FALSE	FALSE
2437450	2020	2	FALSE	TRUE	FALSE	FALSE
2440946	2020	2	FALSE	TRUE	FALSE	FALSE
2443002	2020	3	FALSE	TRUE	FALSE	TRUE
2480764	2020	1	FALSE	FALSE	FALSE	FALSE
2482499	2020	0	TRUE	FALSE	TRUE	FALSE
2486131	2020	0	TRUE	FALSE	TRUE	FALSE
2489005	2020	1	FALSE	FALSE	FALSE	FALSE
2498252	2020	3	FALSE	TRUE	FALSE	TRUE
2498305	2020	1	FALSE	FALSE	FALSE	FALSE
2765940	2020	1	FALSE	FALSE	FALSE	FALSE
2865565	2020	2	FALSE	TRUE	FALSE	FALSE
2869311	2020	2	FALSE	TRUE	FALSE	FALSE
2870583	2020	2	FALSE	TRUE	FALSE	FALSE
2882443	2020	2	FALSE	TRUE	FALSE	FALSE
2889088	2020	3	FALSE	TRUE	FALSE	TRUE
2889173	2020	2	FALSE	TRUE	FALSE	FALSE
2891770	2020	3	FALSE	TRUE	FALSE	TRUE
2984306	2020	3	FALSE	TRUE	FALSE	TRUE
3034825	2020	3	FALSE	TRUE	FALSE	TRUE
3086784	2020	0	TRUE	FALSE	TRUE	FALSE
3129663	2020	3	FALSE	TRUE	FALSE	TRUE
3169169	2020	0	FALSE	FALSE	TRUE	FALSE
3170247	2020	3	FALSE	TRUE	FALSE	TRUE
3190653	2020	2	FALSE	TRUE	FALSE	FALSE
4038485	2020	2	FALSE	TRUE	FALSE	FALSE
4264680	2020	3	FALSE	TRUE	FALSE	TRUE
5218786	2020	2	FALSE	TRUE	FALSE	FALSE
5218823	2020	3	FALSE	TRUE	FALSE	TRUE
5219681	2020	1	FALSE	FALSE	FALSE	FALSE
5219683	2020	1	FALSE	FALSE	FALSE	FALSE
5219858	2020	2	FALSE	TRUE	FALSE	FALSE
5232437	2020	3	FALSE	TRUE	FALSE	TRUE
5329212	2020	2	FALSE	TRUE	FALSE	FALSE
5361762	2020	2	FALSE	TRUE	FALSE	FALSE
5361785	2020	2	FALSE	TRUE	FALSE	FALSE
5362054	2020	2	FALSE	TRUE	FALSE	FALSE
5420991	2020	3	FALSE	TRUE	FALSE	TRUE
5421039	2020	2	FALSE	TRUE	FALSE	FALSE
7978544	2020	1	FALSE	FALSE	FALSE	FALSE
8002952	2020	3	FALSE	TRUE	FALSE	TRUE
8848208	2020	3	FALSE	TRUE	FALSE	TRUE
8909595	2020	2	FALSE	TRUE	FALSE	FALSE
9442269	2020	3	FALSE	TRUE	FALSE	TRUE
9799308	2020	0	TRUE	FALSE	TRUE	FALSE
