"nr","groep","soort","species","lijst","GBIF_codes","marien","brakwater","zoetwater","terrestrisch","Cfa","Cfb","somCfaCfb","natuur","volksgezondheid","veiligheid","infrastructuur","socioeconomisch","aan_Vlaanderen","hokken_VL","hokken_N2000","percent_in_N2000","percent_in_HRL","percent_in_VRL","promille_van_N2000","promille_van_HRL","promille_van_VRL","svt_Vlaanderen","svt_N2000","indamming_min","indamming_gem","indamming_stafw","indamming_max","uitroeiing_min","uitroeiing_gem","uitroeiing_stafw","uitroeiing_max","int_groep"
11,"plant","roze rimpelgras","Ehrharta calycina Sm.","3","2702865",0,0,0,1,0.0140128968253968,0.119791666666666,0.133804563492063,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
12,"plant","waterhyacint","Eichhornia crassipes (Martius) Solms","1","2765942",0,0,1,0,0.659935507744356,0.0277528149283713,0.687688322672727,1,0,0,1,1,"sporadisch",13,6,46.2,38.5,23.1,0.5,0.4,0.3,"onduidelijk","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO"
13,"plant","smalle waterpest","Elodea nuttallii (Planch.) St. John","2","5329212",0,0,1,0,0.00869893043648244,0.96266301767712,0.971361948113602,1,0,0,1,1,"aanwezig",456,271,59.4,49.3,32,21.3,19,15.6,"niet opkomend","onduidelijk",2.28571428571429,2.96428571428571,0.610285981808395,3.71428571428571,1.57142857142857,2.28571428571429,0.48092880658867,2.57142857142857,"REL-AAN-GEV-VER-NAT"
14,"plant","gewone gunnera","Gunnera tinctoria (Molina) Mirbel","2","2984306",0,0,0,1,0.00270178993583248,0.786896318811212,0.789598108747045,1,0,0,1,0,"sporadisch",10,3,30,30,10,0.2,0.3,0.1,"potentieel opkomend","onduidelijk",2.85714285714286,3.60714285714286,0.513425206020186,4,2.85714285714286,3.71428571428571,0.583211843519804,4.14285714285714,"REL-AAN-SPO"
15,"plant","smalle theeplant","Gymnocoronis spilanthoides (D.Don ex Hook. & Arn.) DC.","3","6063677",0,0,0,1,0.617063492063492,0.238095238095238,0.85515873015873,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
16,"plant","hakea","Hakea sericea Schrad. & J.C.Wendl.","4","7287606",0,0,0,1,0.381827271591051,0.483564554430696,0.865391826021747,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
17,"plant","reuzenberenklauw","Heracleum mantegazzianum Sommier & Levier","2","3034825",0,0,0,1,0.00109817928033335,0.787507440934376,0.788605620214709,1,1,0,1,0,"aanwezig",2015,715,35.5,32,12.2,56.1,54.5,26.3,"opkomend","onduidelijk",2.57142857142857,3.23809523809524,0.569042637953892,4,2.57142857142857,3.11904761904762,0.522292174597953,4,"REL-AAN-GEV-VER-BUI"
18,"plant","Perzische berenklauw","Heracleum persicum Fischer","1","3628745",0,0,0,1,0,0.0192307692307692,0.0192307692307692,1,1,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
19,"plant","Sosnowsky's berenklauw","Heracleum sosnowskyi Mandenova","1","3642949",0,0,0,1,0.00167495420047108,0.0107301753467678,0.0124051295472389,1,1,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
20,"plant","oosterse hop","Humulus scandens (Lour.) Merr.","3","2984537",0,0,0,1,0.57851068243103,0.0423148724331051,0.620825554864135,1,1,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
21,"plant","grote waternavel","Hydrocotyle ranunculoides L. f.","1","3034613",0,0,1,0,0.0945741642869141,0.784478414244918,0.879052578531832,1,0,0,1,1,"aanwezig",402,171,42.5,32.8,23.6,13.4,11.2,10.2,"opkomend","onduidelijk",2.57142857142857,2.94285714285714,0.239045721866879,3.14285714285714,2.28571428571429,2.88571428571429,0.467297920965604,3.57142857142857,"REL-AAN-GEV-VER-BUI"
22,"plant","reuzenbalsemien","Impatiens glandulifera Royle","2","2891770",0,0,0,1,0.00335452329234836,0.852048916256484,0.855403439548832,1,0,0,1,0,"aanwezig",3047,1254,41.2,37.8,15.9,98.4,97.3,51.9,"niet opkomend","onduidelijk",2.14285714285714,2.89285714285714,0.713094244374854,3.85714285714286,2.14285714285714,2.35714285714286,0.184427778390829,2.57142857142857,"REL-AAN-GEV-VER-BUI"
23,"plant","Afghaanse duizendknoop","Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal","4","8848208",0,0,0,1,0.00256147540983606,0.90625,0.908811475409836,1,0,0,0,0,"aanwezig",40,19,47.5,47.5,15,1.5,1.6,0.6,"niet opkomend","potentieel opkomend",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-BEP"
24,"plant","verspreidbladige waterpest","Lagarosiphon major (Ridley) Moss","1","2865565",0,0,1,0,0.0127077223851417,0.936135549038774,0.948843271423916,1,0,0,1,1,"aanwezig",23,7,30.4,26.1,17.4,0.5,0.5,0.4,"onduidelijk","onduidelijk",2.85714285714286,3.17857142857143,0.294507544686976,3.42857142857143,2.14285714285714,2.75,0.442242276690636,3.14285714285714,"REL-AAN-GEV-BEP"
25,"plant","Chinese struikklaver","Lespedeza cuneata (Dum.Cours.) G.Don (Lespedeza juncea var. sericea (Thunb.) Lace & Hauech)","3","8114276(2955720)",0,0,0,1,0.73666326877336,0.0212368331634386,0.757900101936799,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
26,"plant","grote waterteunisbloem","Ludwigia grandiflora (Michx.) Greuter & Burdet","1","5421039",0,0,1,0,0.201543820013178,0.725030593994163,0.926574414007341,1,0,0,1,1,"aanwezig",413,224,54.2,43.6,28.8,17.6,15.2,12.7,"opkomend","niet opkomend",2.57142857142857,2.9047619047619,0.359515925489083,3.28571428571429,1.85714285714286,2.23809523809524,0.436435780471985,2.71428571428571,"REL-AAN-GEV-VER-NAT"
27,"plant","kleine waterteunisbloem","Ludwigia peploides (Kunth) P.H. Raven","1","5420991",0,0,1,0,0.308591466978375,0.378336255601013,0.686927722579388,1,0,0,1,1,"aanwezig",14,8,57.1,28.6,50,0.6,0.3,0.7,"potentieel opkomend","onduidelijk",2.42857142857143,2.76190476190476,0.359515925489083,3.14285714285714,2.57142857142857,2.80952380952381,0.412393049421161,3.28571428571429,"REL-AAN-GEV-BEP"
28,"plant","Japanse klimvaren","Lygodium japonicum (Thunb.) Sw.","3","2650436",0,0,0,1,0.771528316524437,0.034652185156452,0.806180501680889,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
29,"plant","moerasaronskelk","Lysichiton americanus Hultén & H. St. John","1","2869311",0,0,1,1,0,0.70973829894313,0.70973829894313,1,0,0,0,0,"aanwezig",44,23,52.3,47.7,22.7,1.8,1.8,1.1,"opkomend","potentieel opkomend",3.71428571428571,3.91428571428571,0.162882203585591,4.14285714285714,3.28571428571429,3.71428571428571,0.285714285714286,4,"REL-AAN-SPO"
30,"plant","Japans steltgras","Microstegium vimineum (Trin.) A. Camus","2","5289808",0,0,0,1,0.89018522973298,0.0261005532836179,0.916285783016598,1,0,0,0,0,"sporadisch",1,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data",3.28571428571429,3.8,0.435655733770769,4.42857142857143,3.85714285714286,4.05714285714286,0.216653584115758,4.28571428571429,"REL-AAN-SPO"
31,"plant","parelvederkruid","Myriophyllum aquaticum (Vell.) Verdc.","1","5361785",0,0,1,0,0.365965388530709,0.434255174753987,0.800220563284696,1,0,0,1,1,"aanwezig",376,197,52.4,46,22.3,15.5,14.6,9,"onduidelijk","onduidelijk",2.71428571428571,2.85714285714286,0.142857142857143,3,1.85714285714286,2.33333333333333,0.412393049421161,2.57142857142857,"REL-AAN-GEV-VER-NAT"
32,"plant","ongelijkbladig vederkruid","Myriophyllum heterophyllum Michaux","2","5361762",0,0,1,0,0.259715025906735,0.294041450777202,0.553756476683937,1,0,0,1,1,"aanwezig",57,27,47.4,47.4,7,2.1,2.3,0.4,"potentieel opkomend","potentieel opkomend",3.14285714285714,3.33333333333333,0.218217890235993,3.57142857142857,2.57142857142857,2.95238095238095,0.329914439536929,3.14285714285714,"REL-AAN-GEV-BEP"
33,"plant","schijnambrosia","Parthenium hysterophorus L.","1","3086784",0,0,0,1,0.286483312126847,0.0354311441714789,0.321914456298326,1,1,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
34,"plant","fraai lampenpoetsersgras","Pennisetum setaceum (Forssk.) Chiov.","2","5828232",0,0,0,1,0.04,0.089,0.129,1,0,0,0,0,"sporadisch",2,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO"
35,"plant","gestekelde duizendknoop","Persicaria perfoliata (L.) H. Gross (Polygonum perfoliatum L.)","1","4033648 (5334406)",0,0,0,1,0.77889634601044,0.0322520507084265,0.811148396718867,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
36,"plant","watersla","Pistia stratiotes L.","4","2870583",0,0,1,0,0.450647361826534,0.0433662814979813,0.494013643324515,1,0,0,1,1,"aanwezig",32,15,46.9,46.9,15.6,1.2,1.3,0.5,"potentieel opkomend","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-BEP"
37,"plant","mesquite","Prosopis juliflora (Sw.) DC.","3","5358460",0,0,0,1,0.00312907431551499,0.00286831812255541,0.0059973924380704,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
38,"plant","kudzu","Pueraria montana (Lour.) Merr. var. lobata (Willd.) (Pueraria lobata (Willd.) Ohwi)","1","2977647 (2977654)",0,0,0,1,0.476753773530757,0.0781766345104288,0.554930408041185,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
39,"plant","stomp gaffelwier","Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009","4","5824863",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"nvt",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
40,"plant","grote vlotvaren","Salvinia molesta D.S.Mitch. (Salvinia adnata Desv.)","3","5274863 (5579439)",0,0,1,0,0.289636027143738,0.0592227020357803,0.348858729179518,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
41,"plant","talgboom","Triadica sebifera (L.) Small (Sapium sebiferum (L.) Roxb.)","3","3054399 (7748792)",0,0,0,1,0.904796138440998,0.00605936119954811,0.910855499640546,1,1,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
42,"dier","treurmaina","Acridotheres tristis Linnaeus, 1766","3","2489005",0,0,0,1,0.123092996721045,0.185938867871875,0.30903186459292,1,0,0,0,0,"sporadisch",4,1,25,25,0,0.1,0.1,0,"opkomend","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO"
43,"dier","nijlgans","Alopochen aegyptiacus Linnaeus, 1766","2","2498252",0,1,1,1,0.0392465860384887,0.629347663238766,0.668594249277255,1,0,0,0,1,"aanwezig",7994,2774,34.7,29,16,217.8,195.6,137.1,"opkomend","onduidelijk",2.71428571428571,3.19047619047619,0.501697797754892,3.71428571428571,2.71428571428571,3.33333333333333,0.54084841388574,3.71428571428571,"REL-AAN-GEV-VER-BUI"
44,"dier","zwarte dwergmeerval","Ameiurus melas (Rafinesque, 1820)","4","2340977",0,0,1,0,0.114183365050934,0.452227695063248,0.566411060114182,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
45,"dier","Nieuw-Zeelandse platworm","Arthurdendyus triangulatus (Dendy, 1894) Jones & Gerard (1999)","3","2502792",0,0,0,1,0,0.968030690537084,0.968030690537084,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
46,"dier","axishert","Axis axis (Erxleben, 1777)","4","2440934",0,0,0,1,0.175117004680187,0.0448517940717628,0.21996879875195,1,0,1,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
47,"dier","Pallas' eekhoorn","Callosciurus erythraeus Pallas, 1779","1","2437394",0,0,0,1,0.367713004484304,0.166915794718485,0.534628799202789,1,0,0,1,0,"sporadisch",1,0,0,0,0,0,0,0,"niet opkomend","onvoldoende data",3.14285714285714,3.38095238095238,0.297380857066591,3.71428571428571,3.42857142857143,3.76190476190476,0.297380857066591,4,"REL-AAN-SPO"
48,"dier","Thailandeekhoorn","Callosciurus finlaysonii (Horsfield, 1823)","4","2437399",0,0,0,1,0.00601503759398496,0.00150375939849624,0.0075187969924812,1,0,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
49,"dier","noordelijke slangekopvis","Channa argus (Cantor, 1842)","4","4284921",0,0,1,0,0.947316300257476,0,0.947316300257476,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
50,"dier","huiskraai","Corvus splendens Viellot, 1817","1","2482499",0,0,0,1,0.00295069838574329,0.00147224580794764,0.00442294419369093,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
51,"dier","Chinese wolhandkrab","Eriocheir sinensis H. Milne Edwards, 1854","1","2225776",1,1,1,0,0.00604513702310585,0.98052122514777,0.986566362170876,1,0,0,1,1,"aanwezig",546,287,52.6,46,28.8,22.5,21.2,16.8,"opkomend","onduidelijk",3,3.21428571428571,0.273550602216097,3.57142857142857,2.57142857142857,3,0.451753951452626,3.57142857142857,"REL-AAN-GEV-VER-NAT"
52,"dier","roestbruine Amerikaanse rivierkreeft","Faxonius rusticus (Girard, 1852)","4","8979506",0,0,1,0,0.151807770042667,0.00494048955760161,0.156748259600269,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
53,"dier","mummichog","Fundulus heteroclitus (Linnaeus, 1766)","4","5712056",1,1,1,0,0.812774451097804,0.0107784431137724,0.823552894211576,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
54,"dier","westelijk muskietenvisje","Gambusia affinis (Baird & Girard, 1853)","4","2350580",0,1,1,0,0.523790001138822,0.150757316934289,0.674547318073111,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
55,"dier","oostelijk muskietenvisje","Gambusia holbrooki Girard, 1859","4","2350570",0,1,1,0,0.42469475494411,0.160722269991401,0.585417024935511,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
56,"dier","Indische mangoeste","Herpestes javanicus É. Geoffroy Saint-Hilaire, 1818","1","2434271",0,0,0,1,0.0825688073394495,0.018348623853211,0.100917431192661,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
57,"dier","gewone koningsslang","Lampropeltis getula (Linnaeus, 1766)","4","9799308",0,0,0,1,0.628436763550667,0.00628436763550667,0.634721131186174,1,0,1,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
58,"dier","zonnebaars","Lepomis gibbosus Linnaeus, 1758","3","2394486",0,1,1,0,0.155771862412345,0.557718624123454,0.713490486535799,1,0,0,0,1,"aanwezig",321,176,54.8,50.8,27.1,13.8,13.8,9.3,"potentieel opkomend","opkomend",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-NAT"
59,"dier","gouden mossel","Limnoperna fortunei (Dunker, 1857)","4","5855350",0,0,1,0,0.752136752136752,0.017094017094017,0.769230769230769,1,0,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
60,"dier","Amerikaanse stierkikker","Lithobates (Rana) catesbeianus Shaw, 1802","1","2427091",0,0,1,1,0.405988779123348,0.110284725702921,0.516273504826269,1,0,0,0,0,"aanwezig",87,51,58.6,54,12.6,4,4,1.2,"potentieel opkomend","onduidelijk",3.14285714285714,3.19047619047619,0.0824786098842322,3.28571428571429,3.14285714285714,3.28571428571429,0.142857142857143,3.42857142857143,"REL-AAN-GEV-BEP"
61,"dier","Amerikaanse baars","Morone americana (Gmelin, 1789)","4","2394604",1,1,1,0,0.675704057279236,0.00353221957040572,0.679236276849642,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
62,"dier","Chinese muntjak","Muntiacus reevesi Ogilby, 1839","1","2440946",0,0,0,1,0.00841897462695233,0.988213435522266,0.996632410149218,1,0,1,0,1,"aanwezig",114,36,31.6,26.3,10.5,2.8,2.5,1.3,"potentieel opkomend","onduidelijk",2.71428571428571,2.9047619047619,0.218217890235992,3.14285714285714,3.14285714285714,3.33333333333333,0.218217890235993,3.57142857142857,"REL-AAN-GEV-BEP"
63,"dier","beverrat","Myocastor coypus Molina, 1782","1","4264680",0,0,1,1,0.121108792145565,0.817675416678914,0.938784208824479,1,1,0,1,0,"aanwezig",69,43,62.3,62.3,29,3.4,3.6,2.1,"potentieel opkomend","potentieel opkomend",3,3.14285714285714,0.142857142857143,3.28571428571429,2.85714285714286,2.95238095238095,0.164957219768464,3.14285714285714,"REL-AAN-GEV-BEP"
64,"dier","rode neusbeer","Nasua nasua L., 1766","1","2433536",0,0,0,1,0.224409448818897,0.0675853018372703,0.291994750656167,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
65,"dier","wasbeerhond","Nyctereutes procyonoides Gray, 1834","2","2434552",0,0,0,1,0.385546905716757,0.0594873004639459,0.445034206180703,1,1,0,0,0,"sporadisch",1,1,100,100,0,0.1,0.1,0,"niet opkomend","onvoldoende data",3,3.14285714285714,0.202030508910442,3.28571428571429,2.85714285714286,3.14285714285714,0.404061017820884,3.42857142857143,"REL-AAN-SPO"
66,"dier","muskusrat","Ondatra zibethicus Linnaeus, 1766","2","5219858",0,0,1,1,0.0276508892992516,0.888550879580134,0.916201768879386,1,1,0,1,0,"aanwezig",1648,500,30.3,24,15.9,39.3,33.4,28,"onduidelijk","onduidelijk",2.71428571428571,3,0.404061017820884,3.28571428571429,2.57142857142857,2.64285714285714,0.101015254455221,2.71428571428571,"REL-AAN-GEV-VER-BUI"
67,"dier","gevlekte Amerikaanse rivierkreeft","Orconectes limosus Rafinesque, 1817 (Faxonius limosus Rafinesque, 1817)","1","2227000 (8909595)",0,0,1,0,0.0533323839362005,0.922885217886642,0.976217601822843,1,0,0,1,1,"aanwezig",205,98,47.8,43.9,19,7.7,7.6,4.2,"onduidelijk","onduidelijk",3,3.31428571428571,0.255550625999976,3.57142857142857,2.71428571428571,2.91428571428571,0.127775312999988,3,"REL-AAN-GEV-VER-BUI"
68,"dier","geknobbelde Amerikaanse rivierkreeft","Orconectes virilis Hagen, 1870 (Faxonius virilis Hagen, 1870)","1","2227064 (8971201)",0,0,1,0,0.334416337897424,0.0921327454165699,0.426549083313994,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
69,"dier","rosse stekelstaart","Oxyura jamaicensis Gmelin, 1789","1","2498305",0,0,1,0,0.321489434557451,0.0346161524416927,0.356105586999144,1,0,0,0,0,"aanwezig",95,53,55.8,25.3,44.2,4.2,2,4.5,"onduidelijk","onduidelijk",3.28571428571429,3.66666666666667,0.359515925489083,4,3.71428571428571,3.90476190476191,0.218217890235993,4.14285714285714,"REL-AAN-SPO"
70,"dier","Californische rivierkreeft","Pacifastacus leniusculus Dana, 1852","1","2226990",0,0,1,0,0.00429323044545773,0.95462644686075,0.958919677306208,1,0,0,1,1,"sporadisch",1,0,0,0,0,0,0,0,"niet opkomend","niet opkomend",2.42857142857143,3.08571428571429,0.398978286964827,3.42857142857143,2.71428571428571,2.94285714285714,0.259512887494071,3.28571428571429,"REL-AAN-SPO"
71,"dier","amoergrondel","Perccottus glenii Dybowski, 1877","1","2390064",0,1,1,0,0.0263991552270327,0.156282998944033,0.182682154171066,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
72,"dier","gestreepte koraalmeerval","Plotosus lineatus (Thunberg, 1787)","3","7965247",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"nvt",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
73,"dier","rode Amerikaanse rivierkreeft","Procambarus clarkii Girard, 1852","1","2227300",0,1,1,0,0.206087556543739,0.523269186536839,0.729356743080578,1,0,0,1,1,"aanwezig",162,79,48.8,30.9,34,6.2,4.2,5.9,"opkomend","potentieel opkomend",2.71428571428571,3.34285714285714,0.411567436882512,3.71428571428571,2.71428571428571,3.02857142857143,0.274791200881019,3.42857142857143,"REL-AAN-GEV-VER-BUI"
74,"dier","marmerkreeft","Procambarus fallax (Hagen, 1870) f. virginalis (Procambarus virginalis Lyko, 2017)","1","8879526 (9442269)",0,0,1,0,0.009009009009009,0.945945945945945,0.954954954954954,1,0,0,1,1,"aanwezig",13,4,30.8,30.8,0,0.3,0.3,0,"potentieel opkomend","onduidelijk",2.57142857142857,3.31428571428571,0.583794764048644,4,3.14285714285714,3.48571428571429,0.216653584115759,3.71428571428571,"REL-AAN-GEV-BEP"
