CELLCODE	EOFORIGIN	NOFORIGIN	geometry	natura2000	spa	habitat
1kmE3942N3067	3942000	3067000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3067000, 3068000, 3068000, 3067000, 3067000))	FALSE	FALSE	FALSE
1kmE3942N3068	3942000	3068000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3068000, 3069000, 3069000, 3068000, 3068000))	FALSE	FALSE	FALSE
1kmE3942N3069	3942000	3069000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3069000, 3070000, 3070000, 3069000, 3069000))	FALSE	FALSE	FALSE
1kmE3942N3070	3942000	3070000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3070000, 3071000, 3071000, 3070000, 3070000))	FALSE	FALSE	FALSE
1kmE3942N3071	3942000	3071000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3071000, 3072000, 3072000, 3071000, 3071000))	FALSE	FALSE	FALSE
1kmE3942N3072	3942000	3072000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3072000, 3073000, 3073000, 3072000, 3072000))	FALSE	FALSE	FALSE
1kmE3942N3073	3942000	3073000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3073000, 3074000, 3074000, 3073000, 3073000))	FALSE	FALSE	FALSE
1kmE3942N3074	3942000	3074000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3074000, 3075000, 3075000, 3074000, 3074000))	FALSE	FALSE	FALSE
1kmE3942N3075	3942000	3075000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3075000, 3076000, 3076000, 3075000, 3075000))	FALSE	FALSE	FALSE
1kmE3942N3076	3942000	3076000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3076000, 3077000, 3077000, 3076000, 3076000))	FALSE	FALSE	FALSE
1kmE3942N3077	3942000	3077000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3077000, 3078000, 3078000, 3077000, 3077000))	FALSE	FALSE	FALSE
1kmE3942N3078	3942000	3078000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3078000, 3079000, 3079000, 3078000, 3078000))	FALSE	FALSE	FALSE
1kmE3942N3079	3942000	3079000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3079000, 3080000, 3080000, 3079000, 3079000))	FALSE	FALSE	FALSE
1kmE3942N3080	3942000	3080000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3080000, 3081000, 3081000, 3080000, 3080000))	FALSE	FALSE	FALSE
1kmE3942N3081	3942000	3081000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3081000, 3082000, 3082000, 3081000, 3081000))	FALSE	FALSE	FALSE
1kmE3942N3082	3942000	3082000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3082000, 3083000, 3083000, 3082000, 3082000))	TRUE	TRUE	TRUE
1kmE3942N3083	3942000	3083000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3083000, 3084000, 3084000, 3083000, 3083000))	TRUE	TRUE	TRUE
1kmE3942N3084	3942000	3084000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3084000, 3085000, 3085000, 3084000, 3084000))	TRUE	TRUE	TRUE
1kmE3942N3085	3942000	3085000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3085000, 3086000, 3086000, 3085000, 3085000))	TRUE	TRUE	TRUE
1kmE3942N3086	3942000	3086000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3086000, 3087000, 3087000, 3086000, 3086000))	TRUE	TRUE	TRUE
1kmE3942N3087	3942000	3087000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3087000, 3088000, 3088000, 3087000, 3087000))	TRUE	TRUE	TRUE
1kmE3942N3088	3942000	3088000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3088000, 3089000, 3089000, 3088000, 3088000))	TRUE	TRUE	TRUE
1kmE3942N3089	3942000	3089000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3089000, 3090000, 3090000, 3089000, 3089000))	TRUE	TRUE	TRUE
1kmE3942N3090	3942000	3090000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3090000, 3091000, 3091000, 3090000, 3090000))	TRUE	TRUE	TRUE
1kmE3942N3091	3942000	3091000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3091000, 3092000, 3092000, 3091000, 3091000))	TRUE	TRUE	TRUE
1kmE3942N3092	3942000	3092000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3092000, 3093000, 3093000, 3092000, 3092000))	TRUE	TRUE	TRUE
1kmE3942N3093	3942000	3093000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3093000, 3094000, 3094000, 3093000, 3093000))	FALSE	FALSE	FALSE
1kmE3942N3094	3942000	3094000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3094000, 3095000, 3095000, 3094000, 3094000))	FALSE	FALSE	FALSE
1kmE3942N3095	3942000	3095000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3095000, 3096000, 3096000, 3095000, 3095000))	FALSE	FALSE	FALSE
1kmE3942N3096	3942000	3096000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3096000, 3097000, 3097000, 3096000, 3096000))	FALSE	FALSE	FALSE
1kmE3942N3097	3942000	3097000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3097000, 3098000, 3098000, 3097000, 3097000))	FALSE	FALSE	FALSE
1kmE3942N3098	3942000	3098000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3098000, 3099000, 3099000, 3098000, 3098000))	TRUE	FALSE	TRUE
1kmE3942N3099	3942000	3099000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3099000, 3100000, 3100000, 3099000, 3099000))	TRUE	FALSE	TRUE
1kmE3942N3100	3942000	3100000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3100000, 3101000, 3101000, 3100000, 3100000))	TRUE	FALSE	TRUE
1kmE3942N3101	3942000	3101000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3101000, 3102000, 3102000, 3101000, 3101000))	TRUE	FALSE	TRUE
1kmE3942N3102	3942000	3102000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3102000, 3103000, 3103000, 3102000, 3102000))	TRUE	FALSE	TRUE
1kmE3942N3103	3942000	3103000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3103000, 3104000, 3104000, 3103000, 3103000))	TRUE	FALSE	TRUE
1kmE3942N3104	3942000	3104000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3104000, 3105000, 3105000, 3104000, 3104000))	TRUE	FALSE	TRUE
1kmE3942N3105	3942000	3105000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3105000, 3106000, 3106000, 3105000, 3105000))	TRUE	FALSE	TRUE
1kmE3942N3106	3942000	3106000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3106000, 3107000, 3107000, 3106000, 3106000))	FALSE	FALSE	FALSE
1kmE3942N3107	3942000	3107000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3107000, 3108000, 3108000, 3107000, 3107000))	FALSE	FALSE	FALSE
1kmE3942N3108	3942000	3108000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3108000, 3109000, 3109000, 3108000, 3108000))	FALSE	FALSE	FALSE
1kmE3942N3109	3942000	3109000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3109000, 3110000, 3110000, 3109000, 3109000))	FALSE	FALSE	FALSE
1kmE3942N3110	3942000	3110000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3110000, 3111000, 3111000, 3110000, 3110000))	FALSE	FALSE	FALSE
1kmE3942N3111	3942000	3111000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3111000, 3112000, 3112000, 3111000, 3111000))	FALSE	FALSE	FALSE
1kmE3942N3112	3942000	3112000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3112000, 3113000, 3113000, 3112000, 3112000))	TRUE	FALSE	TRUE
1kmE3942N3113	3942000	3113000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3113000, 3114000, 3114000, 3113000, 3113000))	FALSE	FALSE	FALSE
1kmE3942N3114	3942000	3114000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3114000, 3115000, 3115000, 3114000, 3114000))	FALSE	FALSE	FALSE
1kmE3942N3115	3942000	3115000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3115000, 3116000, 3116000, 3115000, 3115000))	FALSE	FALSE	FALSE
1kmE3942N3116	3942000	3116000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3116000, 3117000, 3117000, 3116000, 3116000))	FALSE	FALSE	FALSE
1kmE3942N3117	3942000	3117000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3117000, 3118000, 3118000, 3117000, 3117000))	FALSE	FALSE	FALSE
1kmE3942N3118	3942000	3118000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3118000, 3119000, 3119000, 3118000, 3118000))	FALSE	FALSE	FALSE
1kmE3942N3119	3942000	3119000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3119000, 3120000, 3120000, 3119000, 3119000))	FALSE	FALSE	FALSE
1kmE3942N3120	3942000	3120000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3120000, 3121000, 3121000, 3120000, 3120000))	FALSE	FALSE	FALSE
1kmE3942N3121	3942000	3121000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3121000, 3122000, 3122000, 3121000, 3121000))	FALSE	FALSE	FALSE
1kmE3942N3122	3942000	3122000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3122000, 3123000, 3123000, 3122000, 3122000))	FALSE	FALSE	FALSE
1kmE3942N3123	3942000	3123000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3123000, 3124000, 3124000, 3123000, 3123000))	FALSE	FALSE	FALSE
1kmE3942N3124	3942000	3124000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3124000, 3125000, 3125000, 3124000, 3124000))	FALSE	FALSE	FALSE
1kmE3942N3125	3942000	3125000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3125000, 3126000, 3126000, 3125000, 3125000))	TRUE	FALSE	TRUE
1kmE3942N3126	3942000	3126000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3126000, 3127000, 3127000, 3126000, 3126000))	FALSE	FALSE	FALSE
1kmE3942N3127	3942000	3127000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3127000, 3128000, 3128000, 3127000, 3127000))	FALSE	FALSE	FALSE
1kmE3942N3128	3942000	3128000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3128000, 3129000, 3129000, 3128000, 3128000))	FALSE	FALSE	FALSE
1kmE3942N3129	3942000	3129000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3129000, 3130000, 3130000, 3129000, 3129000))	TRUE	FALSE	TRUE
1kmE3942N3130	3942000	3130000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3130000, 3131000, 3131000, 3130000, 3130000))	TRUE	FALSE	TRUE
1kmE3942N3131	3942000	3131000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3131000, 3132000, 3132000, 3131000, 3131000))	FALSE	FALSE	FALSE
1kmE3942N3132	3942000	3132000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3132000, 3133000, 3133000, 3132000, 3132000))	FALSE	FALSE	FALSE
1kmE3942N3133	3942000	3133000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3133000, 3134000, 3134000, 3133000, 3133000))	FALSE	FALSE	FALSE
1kmE3942N3134	3942000	3134000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3134000, 3135000, 3135000, 3134000, 3134000))	TRUE	FALSE	TRUE
1kmE3942N3135	3942000	3135000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3135000, 3136000, 3136000, 3135000, 3135000))	TRUE	FALSE	TRUE
1kmE3942N3136	3942000	3136000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3136000, 3137000, 3137000, 3136000, 3136000))	FALSE	FALSE	FALSE
1kmE3942N3137	3942000	3137000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3137000, 3138000, 3138000, 3137000, 3137000))	FALSE	FALSE	FALSE
1kmE3942N3138	3942000	3138000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3138000, 3139000, 3139000, 3138000, 3138000))	FALSE	FALSE	FALSE
1kmE3942N3139	3942000	3139000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3139000, 3140000, 3140000, 3139000, 3139000))	FALSE	FALSE	FALSE
1kmE3942N3140	3942000	3140000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3140000, 3141000, 3141000, 3140000, 3140000))	FALSE	FALSE	FALSE
1kmE3942N3141	3942000	3141000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3141000, 3142000, 3142000, 3141000, 3141000))	FALSE	FALSE	FALSE
1kmE3942N3142	3942000	3142000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3142000, 3143000, 3143000, 3142000, 3142000))	FALSE	FALSE	FALSE
1kmE3942N3143	3942000	3143000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3143000, 3144000, 3144000, 3143000, 3143000))	FALSE	FALSE	FALSE
1kmE3942N3144	3942000	3144000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3144000, 3145000, 3145000, 3144000, 3144000))	FALSE	FALSE	FALSE
1kmE3942N3145	3942000	3145000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3145000, 3146000, 3146000, 3145000, 3145000))	FALSE	FALSE	FALSE
1kmE3942N3146	3942000	3146000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3146000, 3147000, 3147000, 3146000, 3146000))	FALSE	FALSE	FALSE
1kmE3942N3147	3942000	3147000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3147000, 3148000, 3148000, 3147000, 3147000))	FALSE	FALSE	FALSE
1kmE3942N3148	3942000	3148000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3148000, 3149000, 3149000, 3148000, 3148000))	FALSE	FALSE	FALSE
1kmE3942N3149	3942000	3149000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3149000, 3150000, 3150000, 3149000, 3149000))	FALSE	FALSE	FALSE
1kmE3942N3150	3942000	3150000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3150000, 3151000, 3151000, 3150000, 3150000))	TRUE	TRUE	TRUE
1kmE3942N3151	3942000	3151000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3151000, 3152000, 3152000, 3151000, 3151000))	TRUE	TRUE	TRUE
1kmE3942N3152	3942000	3152000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3152000, 3153000, 3153000, 3152000, 3152000))	TRUE	TRUE	TRUE
1kmE3942N3153	3942000	3153000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3153000, 3154000, 3154000, 3153000, 3153000))	TRUE	FALSE	TRUE
1kmE3942N3154	3942000	3154000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3154000, 3155000, 3155000, 3154000, 3154000))	FALSE	FALSE	FALSE
1kmE3942N3155	3942000	3155000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3155000, 3156000, 3156000, 3155000, 3155000))	FALSE	FALSE	FALSE
1kmE3942N3156	3942000	3156000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3156000, 3157000, 3157000, 3156000, 3156000))	TRUE	TRUE	FALSE
1kmE3942N3157	3942000	3157000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3157000, 3158000, 3158000, 3157000, 3157000))	TRUE	TRUE	FALSE
1kmE3942N3158	3942000	3158000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3158000, 3159000, 3159000, 3158000, 3158000))	TRUE	TRUE	FALSE
1kmE3942N3159	3942000	3159000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3159000, 3160000, 3160000, 3159000, 3159000))	TRUE	TRUE	FALSE
1kmE3942N3160	3942000	3160000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3160000, 3161000, 3161000, 3160000, 3160000))	TRUE	TRUE	FALSE
1kmE3942N3161	3942000	3161000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3161000, 3162000, 3162000, 3161000, 3161000))	FALSE	FALSE	FALSE
1kmE3942N3162	3942000	3162000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3162000, 3163000, 3163000, 3162000, 3162000))	FALSE	FALSE	FALSE
1kmE3942N3163	3942000	3163000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3163000, 3164000, 3164000, 3163000, 3163000))	FALSE	FALSE	FALSE
1kmE3942N3164	3942000	3164000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3164000, 3165000, 3165000, 3164000, 3164000))	FALSE	FALSE	FALSE
1kmE3942N3165	3942000	3165000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3165000, 3166000, 3166000, 3165000, 3165000))	FALSE	FALSE	FALSE
1kmE3942N3166	3942000	3166000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3166000, 3167000, 3167000, 3166000, 3166000))	FALSE	FALSE	FALSE
1kmE3942N3167	3942000	3167000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3167000, 3168000, 3168000, 3167000, 3167000))	FALSE	FALSE	FALSE
1kmE3942N3168	3942000	3168000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3168000, 3169000, 3169000, 3168000, 3168000))	FALSE	FALSE	FALSE
1kmE3942N3169	3942000	3169000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3169000, 3170000, 3170000, 3169000, 3169000))	FALSE	FALSE	FALSE
1kmE3942N3170	3942000	3170000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3170000, 3171000, 3171000, 3170000, 3170000))	FALSE	FALSE	FALSE
1kmE3942N3171	3942000	3171000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3171000, 3172000, 3172000, 3171000, 3171000))	FALSE	FALSE	FALSE
1kmE3942N3172	3942000	3172000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3172000, 3173000, 3173000, 3172000, 3172000))	FALSE	FALSE	FALSE
1kmE3942N3173	3942000	3173000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3173000, 3174000, 3174000, 3173000, 3173000))	FALSE	FALSE	FALSE
1kmE3942N3174	3942000	3174000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3174000, 3175000, 3175000, 3174000, 3174000))	FALSE	FALSE	FALSE
1kmE3942N3175	3942000	3175000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3175000, 3176000, 3176000, 3175000, 3175000))	FALSE	FALSE	FALSE
1kmE3942N3176	3942000	3176000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3176000, 3177000, 3177000, 3176000, 3176000))	FALSE	FALSE	FALSE
1kmE3942N3177	3942000	3177000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3177000, 3178000, 3178000, 3177000, 3177000))	FALSE	FALSE	FALSE
1kmE3942N3178	3942000	3178000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3178000, 3179000, 3179000, 3178000, 3178000))	FALSE	FALSE	FALSE
1kmE3942N3179	3942000	3179000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3179000, 3180000, 3180000, 3179000, 3179000))	FALSE	FALSE	FALSE
1kmE3942N3180	3942000	3180000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3180000, 3181000, 3181000, 3180000, 3180000))	FALSE	FALSE	FALSE
1kmE3942N3181	3942000	3181000	list(c(3942000, 3942000, 3943000, 3943000, 3942000, 3181000, 3182000, 3182000, 3181000, 3181000))	FALSE	FALSE	FALSE
1kmE3943N2964	3943000	2964000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2964000, 2965000, 2965000, 2964000, 2964000))	FALSE	FALSE	FALSE
1kmE3943N2965	3943000	2965000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2965000, 2966000, 2966000, 2965000, 2965000))	FALSE	FALSE	FALSE
1kmE3943N2966	3943000	2966000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2966000, 2967000, 2967000, 2966000, 2966000))	FALSE	FALSE	FALSE
1kmE3943N2967	3943000	2967000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2967000, 2968000, 2968000, 2967000, 2967000))	FALSE	FALSE	FALSE
1kmE3943N2968	3943000	2968000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2968000, 2969000, 2969000, 2968000, 2968000))	FALSE	FALSE	FALSE
1kmE3943N2969	3943000	2969000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2969000, 2970000, 2970000, 2969000, 2969000))	FALSE	FALSE	FALSE
1kmE3943N2970	3943000	2970000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2970000, 2971000, 2971000, 2970000, 2970000))	FALSE	FALSE	FALSE
1kmE3943N2971	3943000	2971000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2971000, 2972000, 2972000, 2971000, 2971000))	FALSE	FALSE	FALSE
1kmE3943N2972	3943000	2972000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2972000, 2973000, 2973000, 2972000, 2972000))	FALSE	FALSE	FALSE
1kmE3943N2973	3943000	2973000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2973000, 2974000, 2974000, 2973000, 2973000))	FALSE	FALSE	FALSE
1kmE3943N2974	3943000	2974000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2974000, 2975000, 2975000, 2974000, 2974000))	FALSE	FALSE	FALSE
1kmE3943N2975	3943000	2975000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2975000, 2976000, 2976000, 2975000, 2975000))	FALSE	FALSE	FALSE
1kmE3943N2976	3943000	2976000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2976000, 2977000, 2977000, 2976000, 2976000))	FALSE	FALSE	FALSE
1kmE3943N2977	3943000	2977000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2977000, 2978000, 2978000, 2977000, 2977000))	FALSE	FALSE	FALSE
1kmE3943N2978	3943000	2978000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2978000, 2979000, 2979000, 2978000, 2978000))	FALSE	FALSE	FALSE
1kmE3943N2979	3943000	2979000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2979000, 2980000, 2980000, 2979000, 2979000))	FALSE	FALSE	FALSE
1kmE3943N2980	3943000	2980000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2980000, 2981000, 2981000, 2980000, 2980000))	FALSE	FALSE	FALSE
1kmE3943N2981	3943000	2981000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2981000, 2982000, 2982000, 2981000, 2981000))	FALSE	FALSE	FALSE
1kmE3943N2982	3943000	2982000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2982000, 2983000, 2983000, 2982000, 2982000))	FALSE	FALSE	FALSE
1kmE3943N2983	3943000	2983000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2983000, 2984000, 2984000, 2983000, 2983000))	FALSE	FALSE	FALSE
1kmE3943N2984	3943000	2984000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2984000, 2985000, 2985000, 2984000, 2984000))	FALSE	FALSE	FALSE
1kmE3943N2985	3943000	2985000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2985000, 2986000, 2986000, 2985000, 2985000))	FALSE	FALSE	FALSE
1kmE3943N2986	3943000	2986000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2986000, 2987000, 2987000, 2986000, 2986000))	FALSE	FALSE	FALSE
1kmE3943N2987	3943000	2987000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2987000, 2988000, 2988000, 2987000, 2987000))	FALSE	FALSE	FALSE
1kmE3943N2988	3943000	2988000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2988000, 2989000, 2989000, 2988000, 2988000))	FALSE	FALSE	FALSE
1kmE3943N2989	3943000	2989000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2989000, 2990000, 2990000, 2989000, 2989000))	FALSE	FALSE	FALSE
1kmE3943N2990	3943000	2990000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2990000, 2991000, 2991000, 2990000, 2990000))	FALSE	FALSE	FALSE
1kmE3943N2991	3943000	2991000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2991000, 2992000, 2992000, 2991000, 2991000))	FALSE	FALSE	FALSE
1kmE3943N2992	3943000	2992000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2992000, 2993000, 2993000, 2992000, 2992000))	FALSE	FALSE	FALSE
1kmE3943N2993	3943000	2993000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2993000, 2994000, 2994000, 2993000, 2993000))	FALSE	FALSE	FALSE
1kmE3943N2994	3943000	2994000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2994000, 2995000, 2995000, 2994000, 2994000))	FALSE	FALSE	FALSE
1kmE3943N2995	3943000	2995000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2995000, 2996000, 2996000, 2995000, 2995000))	FALSE	FALSE	FALSE
1kmE3943N2996	3943000	2996000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2996000, 2997000, 2997000, 2996000, 2996000))	FALSE	FALSE	FALSE
1kmE3943N2997	3943000	2997000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2997000, 2998000, 2998000, 2997000, 2997000))	FALSE	FALSE	FALSE
1kmE3943N2998	3943000	2998000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2998000, 2999000, 2999000, 2998000, 2998000))	FALSE	FALSE	FALSE
1kmE3943N2999	3943000	2999000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 2999000, 3e+06, 3e+06, 2999000, 2999000))	FALSE	FALSE	FALSE
1kmE3943N3000	3943000	3000000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3e+06, 3001000, 3001000, 3e+06, 3e+06))	FALSE	FALSE	FALSE
1kmE3943N3001	3943000	3001000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3001000, 3002000, 3002000, 3001000, 3001000))	FALSE	FALSE	FALSE
1kmE3943N3002	3943000	3002000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3002000, 3003000, 3003000, 3002000, 3002000))	FALSE	FALSE	FALSE
1kmE3943N3003	3943000	3003000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3003000, 3004000, 3004000, 3003000, 3003000))	FALSE	FALSE	FALSE
1kmE3943N3004	3943000	3004000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3004000, 3005000, 3005000, 3004000, 3004000))	FALSE	FALSE	FALSE
1kmE3943N3005	3943000	3005000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3005000, 3006000, 3006000, 3005000, 3005000))	FALSE	FALSE	FALSE
1kmE3943N3006	3943000	3006000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3006000, 3007000, 3007000, 3006000, 3006000))	FALSE	FALSE	FALSE
1kmE3943N3007	3943000	3007000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3007000, 3008000, 3008000, 3007000, 3007000))	FALSE	FALSE	FALSE
1kmE3943N3008	3943000	3008000	list(c(3943000, 3943000, 3944000, 3944000, 3943000, 3008000, 3009000, 3009000, 3008000, 3008000))	FALSE	FALSE	FALSE
