soort,species,abbr,gebied,intersect_area,type
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,132123.29045229108,HBTRL
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Bossen en heiden van zandig Vlaanderen: oostelijk deel,68771.25301400405,HBTRL
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Poldercomplex,1499614.5356474924,VGLRL
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Durme en de middenloop van de Schelde,114617.72036273635,VGLRL
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Het Zwin,62803.147491543146,VGLRL
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Groene Gordels,253352.68080032044,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Kust & Westhoek,239188.32742178597,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Demerland & Zuiderkempen,95126.87234051614,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Domein Hofstade,226588.94979341366,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Lage Moere van Meetkerke,98088.69536366238,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Steenbergen,57858.17358666417,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Kust & Westhoek,232579.6987216508,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Demerland & Zuiderkempen,34767.14685331379,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Zandig Vlaanderen,15486.85824572622,anb-regio
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Lage Moere van Meetkerke,98088.69536366238,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Kwetshage,42777.162105687996,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,t Pompje,31401.57374576661,anb-domein
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Stadswallen van Damme,254441.92313099426,NBHP
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Laakvalleien,196215.84804836987,NBHP
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Blankenbergse Polder Zuid,167761.02854631623,NBHP
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",62779.74807729153,HBTRL
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,"Hageven met Dommelvallei, Beverbeekse heide, Warmbeek en Wateringen",33923.23897649435,HBTRL
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",31401.573745771777,HBTRL
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,De Ronde Put,142130.82704805164,VGLRL
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",86155.29718695904,VGLRL
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Taxandria,164589.89824589697,anb-regio
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Lage tot aan Hoge Kempen,14734.561338167201,anb-regio
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Postelse Natuurgebieden - Deelgebied Kommiezenheide,105461.30199543864,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Goorken,30959.119468120043,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Straalmolen,28169.476782338286,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Taxandria,164589.89824589697,anb-regio
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Lage tot aan Hoge Kempen,14734.561338167201,anb-regio
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Postelse Natuurgebieden - Deelgebied Kommiezenheide,105461.30199543864,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Goorken,30959.119468120043,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Straalmolen,28169.476782338286,anb-domein
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Postelse Reservaten,105771.85527179122,NBHP
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,De Maat,53313.65663714096,NBHP
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,Arendonk,29009.419458861812,NBHP
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Demervallei,31401.573745758098,HBTRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",19844.846022287922,HBTRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Historische fortengordels van Antwerpen als vleermuizenhabitats,16898.92399777478,HBTRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Schorren en polders van de Beneden-Schelde,463513.43816038285,VGLRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Het Vijvercomplex van Midden-Limburg,31401.573745764676,VGLRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,De Kuifeend en de Blokkersdijk,26567.248366654094,VGLRL
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Antwerpse Kempen,356516.78715894336,anb-regio
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Demerland & Zuiderkempen,33499.78405516701,anb-regio
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Linkerscheldeoever - Drijdijck,352013.60656880215,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Vallei van de Drie Beken,20058.03694267926,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Vijvercomplex,13441.747112487748,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Antwerpse Kempen,356516.78715894336,anb-regio
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Demerland & Zuiderkempen,33499.78405516701,anb-regio
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Linkerscheldeoever - Drijdijck,352013.60656880215,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Vallei van de Drie Beken,20058.03694267926,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Vijvercomplex,13441.747112487748,anb-domein
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,GGS-Drijdijck en Spaans Fort,347170.27026495646,NBHP
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Bourgoyen-Ossemeersen,188491.29811564166,NBHP
kleine waterteunisbloem,Ludwigia peploides (Kunth) P.H. Raven,Lp,Blokkersdijk,30003.58966533857,NBHP
egeria,Elodea densa (Planch.) Casp.,Ed,"Vallei- en brongebieden van de Zwarte Beek, Bolisserbeek en Dommel met heide en vengebieden",31910.66208465025,HBTRL
egeria,Elodea densa (Planch.) Casp.,Ed,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",31401.57374576747,HBTRL
egeria,Elodea densa (Planch.) Casp.,Ed,Uiterwaarden langs de Limburgse Maas en Vijverbroek,22059.274508889066,HBTRL
egeria,Elodea densa (Planch.) Casp.,Ed,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",32908.233949939255,VGLRL
egeria,Elodea densa (Planch.) Casp.,Ed,Groene Gordels,32452.804513404262,anb-regio
egeria,Elodea densa (Planch.) Casp.,Ed,Taxandria,29440.583596780234,anb-regio
egeria,Elodea densa (Planch.) Casp.,Ed,De Reukens,32452.804513404262,anb-domein
egeria,Elodea densa (Planch.) Casp.,Ed,Ginnekenshoek,28526.673485374078,anb-domein
egeria,Elodea densa (Planch.) Casp.,Ed,Vogelzang,913.9101114061559,anb-domein
egeria,Elodea densa (Planch.) Casp.,Ed,Groene Gordels,32452.804513404262,anb-regio
egeria,Elodea densa (Planch.) Casp.,Ed,De Reukens,32452.804513404262,anb-domein
egeria,Elodea densa (Planch.) Casp.,Ed,UBBP/AN/12/10 - gemeentebossen Beerse,29636.335621292543,NBHP
egeria,Elodea densa (Planch.) Casp.,Ed,Dommelvallei,16839.743485785366,NBHP
egeria,Elodea densa (Planch.) Casp.,Ed,Dal van de Grensmaas,13593.381143369392,NBHP
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",196654.47324702694,HBTRL
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Klein en Groot Schietveld,79370.07765531936,HBTRL
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,"Vennen, heiden en moerassen rond Turnhout",77800.82162707266,HBTRL
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout",62803.1474915272,VGLRL
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Antwerpse Kempen,147924.30736866518,anb-regio
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Taxandria,65961.88294254312,anb-regio
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,MD Klein Schietveld,80214.29248509207,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Eksterheide en omgeving,26322.050823385478,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Volharding,24312.548062596645,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Antwerpse Kempen,131667.6730860881,anb-regio
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Taxandria,65274.42135576542,anb-regio
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,MD Klein Schietveld,80214.29248509207,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Eksterheide en omgeving,26322.050823385478,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Volharding,24312.548062596645,anb-domein
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Onbevaarbare waterlopen 1e categorie,96286.27495465757,NBHP
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,MD Klein Schietveld,80794.22975377389,NBHP
ongelijkbladig vederkruid,Myriophyllum heterophyllum Michaux,Mh,Absheide,63357.67018330711,NBHP
Aziatische boomwurger,Celastrus orbiculatus Thunb.,Co,Taxandria,2699.4314827904454,anb-regio
Aziatische boomwurger,Celastrus orbiculatus Thunb.,Co,Overmaey,2699.4314827904454,anb-domein
zijdeplant,Asclepias syriaca L.,As,Voerstreek,44908.676730325154,HBTRL
zijdeplant,Asclepias syriaca L.,As,Demervallei,32058.661015551857,HBTRL
zijdeplant,Asclepias syriaca L.,As,De Demervallei,32058.661015551857,VGLRL
zijdeplant,Asclepias syriaca L.,As,Vlaamse Ardennen & Schelde-Leie,58508.51550860508,anb-regio
zijdeplant,Asclepias syriaca L.,As,Taxandria,17922.964548533004,anb-regio
zijdeplant,Asclepias syriaca L.,As,Antwerpse Kempen,2299.7860627529517,anb-regio
zijdeplant,Asclepias syriaca L.,As,Hospicegoed,58508.51550860508,anb-domein
zijdeplant,Asclepias syriaca L.,As,Hoge Rielen,10774.130703688461,anb-domein
zijdeplant,Asclepias syriaca L.,As,Papenakkers,6653.685252451542,anb-domein
zijdeplant,Asclepias syriaca L.,As,Taxandria,11269.279296081462,anb-regio
zijdeplant,Asclepias syriaca L.,As,Vlaamse Ardennen & Schelde-Leie,6510.995547908984,anb-regio
zijdeplant,Asclepias syriaca L.,As,Antwerpse Kempen,2299.7860627529517,anb-regio
zijdeplant,Asclepias syriaca L.,As,Hoge Rielen,10774.130703688461,anb-domein
zijdeplant,Asclepias syriaca L.,As,Hospicegoed,6510.995547908984,anb-domein
zijdeplant,Asclepias syriaca L.,As,Achterste Duinen,2299.7860627529517,anb-domein
zijdeplant,Asclepias syriaca L.,As,Hospicebossen,52076.1398422261,NBHP
zijdeplant,Asclepias syriaca L.,As,Boyen-Veurzen,18200.32801142044,NBHP
zijdeplant,Asclepias syriaca L.,As,Schulensbroek,16446.75690943656,NBHP
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",91368.72827507701,HBTRL
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Kalmthoutse Heide,31401.573745773698,HBTRL
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Kalmthoutse Heide,31401.573745773698,VGLRL
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Schorren en polders van de Beneden-Schelde,31401.57374576974,VGLRL
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Taxandria,61004.97024231423,anb-regio
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Antwerpse Kempen,2760.97687000304,anb-regio
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Ponfort,31401.57374576421,anb-domein
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Olens Broek - Langendonk - Eig. ANB,15389.165153418056,anb-domein
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Neerheyden,14214.231343131964,anb-domein
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Taxandria,15389.165153418056,anb-regio
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Antwerpse Kempen,2760.97687000304,anb-regio
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Olens Broek - Langendonk - Eig. ANB,15389.165153418056,anb-domein
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Linkerscheldeoever - Drijdijck,2760.97687000304,anb-domein
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Kasteelhoeve en Banmolen,41246.26867165703,NBHP
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Onbevaarbare waterlopen 1e categorie,39804.994452648876,NBHP
waterhyacint,Eichhornia crassipes (Martius) Solms,Ec,Bossen van Retie,31401.57374576421,NBHP
watersla,Pistia stratiotes L.,Pst,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",144877.89490841562,HBTRL
watersla,Pistia stratiotes L.,Pst,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",36320.49004319252,HBTRL
watersla,Pistia stratiotes L.,Pst,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,33686.673654128375,HBTRL
watersla,Pistia stratiotes L.,Pst,De Demervallei,31401.573745774862,VGLRL
watersla,Pistia stratiotes L.,Pst,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",31401.57374577236,VGLRL
watersla,Pistia stratiotes L.,Pst,Durme en de middenloop van de Schelde,27313.79296354775,VGLRL
watersla,Pistia stratiotes L.,Pst,Taxandria,189871.75907195528,anb-regio
watersla,Pistia stratiotes L.,Pst,Groene Gordels,49223.37783191407,anb-regio
watersla,Pistia stratiotes L.,Pst,Vlaamse Ardennen & Schelde-Leie,7072.399261707611,anb-regio
watersla,Pistia stratiotes L.,Pst,Neerheyden,80799.19592810054,anb-domein
watersla,Pistia stratiotes L.,Pst,Ponfort,31401.573745773232,anb-domein
watersla,Pistia stratiotes L.,Pst,Breeven,31362.792745651735,anb-domein
watersla,Pistia stratiotes L.,Pst,Taxandria,65863.47045986885,anb-regio
watersla,Pistia stratiotes L.,Pst,Groene Gordels,17860.585086262334,anb-regio
watersla,Pistia stratiotes L.,Pst,Olens Broek - Langendonk - Eig. ANB,26879.349458964192,anb-domein
watersla,Pistia stratiotes L.,Pst,Wolfsputten,17860.585086262334,anb-domein
watersla,Pistia stratiotes L.,Pst,Scheps waterwingebied,17172.359321802014,anb-domein
watersla,Pistia stratiotes L.,Pst,UBBP/AN/11/05 - OCMW Herentals,91688.04390610961,NBHP
watersla,Pistia stratiotes L.,Pst,Onbevaarbare waterlopen 1e categorie,69304.67092468766,NBHP
watersla,Pistia stratiotes L.,Pst,Schupleer-Vuilvoort,35684.864939737905,NBHP
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",347506.164539924,HBTRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",109412.69002798037,HBTRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Mechelse heide en vallei van de Ziepbeek,5307.78287065035,HBTRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Het Vijvercomplex van Midden-Limburg,389535.3408586035,VGLRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Schorren en polders van de Beneden-Schelde,62803.147491526615,VGLRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,"De Maatjes, Wuustwezelheide en Groot Schietveld",14147.850485672068,VGLRL
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Demerland & Zuiderkempen,66621.39032058878,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Antwerpse Kempen,41535.82853114334,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Hoge Kempen tot Voeren,6342.46100329981,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Vijvercomplex,66621.39032058878,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Linkerscheldeoever - Spaans Fort,41535.82853114334,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Isaekshoef,6342.46100329981,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Demerland & Zuiderkempen,66621.39032058878,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Antwerpse Kempen,41535.82853114334,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Hoge Kempen tot Voeren,6342.46100329981,anb-regio
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Vijvercomplex,66621.39032058878,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Linkerscheldeoever - Spaans Fort,41535.82853114334,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Isaekshoef,6342.46100329981,anb-domein
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Vijvercomplex Midden-Limburg,66087.17851753131,NBHP
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,Kleine Netevallei,27901.499783244726,NBHP
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,GGS-Drijdijck en Spaans Fort,27449.12072242205,NBHP
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Demervallei,54257.234523387524,HBTRL
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,De Demervallei,800906.3331167353,VGLRL
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Demerland & Zuiderkempen,54575.24075324612,anb-regio
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Borchbeemden,42782.736601763114,anb-domein
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Mellaer,9495.390618055266,anb-domein
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Houterveld,1595.241933409241,anb-domein
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Demerland & Zuiderkempen,42782.736601763114,anb-regio
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Borchbeemden,42782.736601763114,anb-domein
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Vallei van de Zwarte Beek,393394.7114754927,NBHP
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Schulensbroek,102603.9305001332,NBHP
Kaapse waterlelie,Aponogeton distachyos L.f.,Ad,Onbevaarbare waterlopen 1e categorie,75754.98473469149,NBHP
grijze eekhoorn,"Sciurus carolinensis Gmelin, 1788",Sca,Zandig Vlaanderen,26623.770958315174,anb-regio
grijze eekhoorn,"Sciurus carolinensis Gmelin, 1788",Sca,Openbaar bos Lokeren: Verloren Bos,26623.770958315174,anb-domein
grijze eekhoorn,"Sciurus carolinensis Gmelin, 1788",Sca,Bossen Stad Lokeren,26653.1136202052,NBHP
grijze eekhoorn,"Sciurus carolinensis Gmelin, 1788",Sca,Buylaers,3959.7990290091548,NBHP
Mantsjoerese wilde rijst,Zizania latifolia (Griseb.) Hance ex F.Muell.,Zl,Zandig Vlaanderen,33425.05109805267,anb-regio
Mantsjoerese wilde rijst,Zizania latifolia (Griseb.) Hance ex F.Muell.,Zl,Moervaartvallei,33425.05109805267,anb-domein
Mantsjoerese wilde rijst,Zizania latifolia (Griseb.) Hance ex F.Muell.,Zl,Zandig Vlaanderen,33425.05109805267,anb-regio
Mantsjoerese wilde rijst,Zizania latifolia (Griseb.) Hance ex F.Muell.,Zl,Moervaartvallei,33425.05109805267,anb-domein
Mantsjoerese wilde rijst,Zizania latifolia (Griseb.) Hance ex F.Muell.,Zl,Leiemeersen van Deinze,6065.671570752926,NBHP
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Abeek met aangrenzende moerasgebieden,58920.179436214385,HBTRL
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Bossen van de Vlaamse Ardennen en andere Zuidvlaamse bossen,38067.307879270986,HBTRL
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",37827.90049719011,HBTRL
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Bokrijk en omgeving,94397.84615502592,VGLRL
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",62803.147491533426,VGLRL
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Groene Gordels,196489.29620017673,anb-regio
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Brabantse Wouden,57102.22964374686,anb-regio
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Lage tot aan Hoge Kempen,31401.573745770147,anb-regio
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Plantentuin Meise,162900.0552184379,anb-domein
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Provinciedomein Huizingen,57102.22964374686,anb-domein
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Vrijbroekpark,33589.24098173884,anb-domein
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Lage tot aan Hoge Kempen,31401.573745770147,anb-regio
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Teut-Ten Haagdoorn,31401.573745770147,anb-domein
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Bos- en aanvullend landschapsbeheerplan Bokrijk,81078.19405559036,NBHP
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,Teut-Tenhaagdoornheide-Kelchterhoef,30578.86674395326,NBHP
moerasaronskelk,Lysichiton americanus Hultén & H. St. John,La,UBBP/AN/10/08 - Nachtegalenpark,28804.971986152657,NBHP
waterwaaier,Cabomba caroliniana Gray,Cca,Uiterwaarden langs de Limburgse Maas en Vijverbroek,15536.85823732015,HBTRL
waterwaaier,Cabomba caroliniana Gray,Cca,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",6280.353119843159,HBTRL
waterwaaier,Cabomba caroliniana Gray,Cca,Dal van de Grensmaas,21955.0143743637,NBHP
waterwaaier,Cabomba caroliniana Gray,Cca,Bergerven,11368.84198538289,NBHP
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",62279.73249293235,HBTRL
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",31401.573745761532,HBTRL
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Het Vijvercomplex van Midden-Limburg,62803.14749151957,VGLRL
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Demerland & Zuiderkempen,44602.7680336909,anb-regio
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Antwerpse Kempen,12406.738165026327,anb-regio
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Vijvercomplex,44602.7680336909,anb-domein
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Mastenbos,12406.738165026327,anb-domein
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Demerland & Zuiderkempen,44602.7680336909,anb-regio
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Antwerpse Kempen,12406.738165026327,anb-regio
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Vijvercomplex,44602.7680336909,anb-domein
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Mastenbos,12406.738165026327,anb-domein
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Vijvercomplex Midden-Limburg,43562.80648602526,NBHP
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,Griesbroek,15210.907573375203,NBHP
Chinese moerasslak,"Cipangopaludina chinensis (J.E.Gray, 1833)",Cch,UBP/AN/10/04 - Kapellen-Schoten-Brasschaat,12049.840315492911,NBHP
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",20830.484464693378,VGLRL
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Groene Gordels,22561.048074176386,anb-regio
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Vallei van de Grote Nete - Regio NZ - Eig. ANB,11797.866128996138,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Vallei van de Grote Nete - Regio SN - Eig. ANB,9789.639129564472,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Steenkensbeek,973.5428156157759,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Groene Gordels,22561.048074176386,anb-regio
