"groep","GBIF_code","soort","species","naam_Unielijst","naam_Unielijst_lijst","Unielijst","lijst_rip","lijst_dun","lijst_vad","lijst_hoc","marien","brakwater","zoetwater","terrestrisch","natuur","volksgezondheid","veiligheid","infrastructuur","socioeconomisch","aanwezig_VL","hokken_VL","hokken_N2000","percent_in_N2000","percent_in_HRL","percent_in_VRL","promille_van_N2000","promille_van_HRL","promille_van_VRL","toename_VL","toename_N2000","WA","NL","DE","FR","LU","UK","prius_groep"
"dier",2390064,"amoergrondel","Perccottus glenii","Perccottus glenii Dybowski, 1877",1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",2440934,"axishert","Axis axis","Axis axis (Erxleben, 1777)",4,4,0,0,0,0,0,0,0,1,1,0,1,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",4264680,"beverrat","Myocastor coypus","Myocastor coypus Molina, 1782",1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,"aanwezig",102,60,58.8,56.9,28.4,14.4,17,15.9,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","REL-AAN-GEV-BEP"
"dier",2362868,"blauwbandgrondel","Pseudorasbora parva","Pseudorasbora parva Temminck & Schlegel, 1846",1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,"aanwezig",833,368,44.2,35.8,21.7,88.4,87.1,99.2,"onduidelijk","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","sporadisch","REL-AAN-GEV-VER-BUI"
"dier",8930656,"calicotrivierkreeft","Faxonius immunis","Faxonius immunis (Hagen, 1870)",5,5,1,0,0,0,0,0,1,0,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","aanwezig","sporadisch","afwezig","afwezig","REL-AFW"
"dier",5220136,"damhert","Dama dama",NA,NA,0,0,0,0,1,0,0,0,1,1,0,1,0,1,"aanwezig",629,305,48.5,44,13.7,73.2,81,47.1,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"dier",1315391,"dwergvuurmier","Wasmannia auropunctata","Wasmannia auropunctata (Roger, 1863)",4,4,0,0,0,0,0,0,0,1,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",8971201,"geknobbelde Amerikaanse rivierkreeft","Faxonius virilis","Orconectes virilis Hagen, 1870 (Faxonius virilis Hagen, 1870)",3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,"sporadisch",4,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","aanwezig","sporadisch","afwezig","afwezig","sporadisch","REL-AAN-SPO"
"dier",2227289,"gestreepte Amerikaanse rivierkreeft","Procambarus acutus",NA,NA,0,1,0,0,0,0,0,1,0,1,0,0,1,1,"aanwezig",61,31,50.8,36.1,32.8,7.4,6.4,11,"niet opkomend","niet opkomend","sporadisch","aanwezig","sporadisch","afwezig","afwezig","afwezig","REL-AAN-GEV-BEP"
"dier",7965247,"gestreepte koraalmeerval","Plotosus lineatus","Plotosus lineatus (Thunberg, 1787)",3,3,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
"dier",8909595,"gevlekte Amerikaanse rivierkreeft","Faxonius limosus","Orconectes limosus Rafinesque, 1817 (Faxonius limosus Rafinesque, 1817)",3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,"aanwezig",490,231,47.1,40.8,21.4,55.5,58.5,57.5,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","REL-AAN-GEV-VER-BUI"
"dier",9799308,"gewone koningsslang","Lampropeltis getula","Lampropeltis getula (Linnaeus, 1766)",4,4,0,0,0,0,0,0,0,1,1,0,1,0,1,"sporadisch",1,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","afwezig","sporadisch","afwezig","afwezig","afwezig","REL-AAN-SPO"
"dier",4417558,"gewone yabby","Cherax destructor","Cherax destructor Clark, 1936",5,5,1,0,0,0,0,0,1,0,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",5855350,"gouden mossel","Limnoperna fortunei","Limnoperna fortunei (Dunker, 1857)",4,4,0,0,0,0,0,0,1,0,1,0,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",5219681,"grijze eekhoorn","Sciurus carolinensis","Sciurus carolinensis Gmelin, 1788",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",9,3,33.3,11.1,33.3,0.7,0.3,1.6,"onvoldoende data","onvoldoende data","sporadisch","sporadisch","sporadisch","sporadisch","afwezig","aanwezig","REL-AAN-SPO"
"dier",5229055,"grote Alexanderparkiet","Psittacula eupatria",NA,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,1,"aanwezig",119,16,13.4,13.4,2.5,3.8,4.7,1.6,"onduidelijk","onvoldoende data","sporadisch","aanwezig","aanwezig","aanwezig","afwezig","aanwezig","REL-AAN-GEV-BEP"
"dier",8790531,"grote agaatslak","Lissachatina fulica",NA,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,1,"sporadisch",4,1,25,25,0,0.2,0.3,0,"onvoldoende data","onvoldoende data","afwezig","aanwezig","afwezig","sporadisch","afwezig","afwezig","REL-AAN-SPO"
"dier",8701771,"grote gevlekte landplatworm","Obama nungara","Obama nungara Carbayo, Álvarez-Presas, Jones & Riutort, 2016",5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,"aanwezig",68,11,16.2,16.2,2.9,2.6,3.2,1.1,"onduidelijk","onvoldoende data","sporadisch","aanwezig","sporadisch","sporadisch","afwezig","aanwezig","REL-AAN-GEV-BEP"
"dier",2479226,"halsbandparkiet","Psittacula krameri",NA,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,1,"aanwezig",2536,663,26.1,24.5,6.3,159.2,181.8,87.1,"opkomend","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"dier",2502938,"hamerhoofdplatworm","Bipalium kewense","Bipalium kewense Moseley, 1868",5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,"sporadisch",6,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","sporadisch","sporadisch","afwezig","afwezig","sporadisch","REL-AAN-SPO"
"dier",2480764,"heilige ibis","Threskiornis aethiopicus","Threskiornis aethiopicus Latham, 1790",1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,"sporadisch",140,89,63.6,47.9,47.1,21.4,19.6,36.2,"niet opkomend","onduidelijk","sporadisch","sporadisch","sporadisch","sporadisch","afwezig","sporadisch","REL-AAN-SPO"
"dier",2482499,"huiskraai","Corvus splendens","Corvus splendens Viellot, 1817",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","sporadisch","afwezig","afwezig","REL-AFW"
"dier",2489010,"kuifmania","Acridotheres cristatellus","Acridotheres cristatellus (Linnaeus, 1758)",5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",5,2,40,20,40,0.5,0.3,1.1,"onvoldoende data","onvoldoende data","afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AAN-SPO"
"dier",2443002,"lettersierschildpad","Trachemys scripta","Trachemys scripta Schoepff, 1792",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"aanwezig",975,395,40.5,36.9,15.8,94.8,105.2,84.4,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"dier",2292586,"marisaslak","Marisa cornuarietis","Marisa cornuarietis (Linnaeus 1758)",5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",9442269,"marmerkreeft","Procambarus virginalis","Procambarus fallax (Hagen, 1870) f. virginalis (Procambarus virginalis Lyko, 2017)",3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,"aanwezig",24,6,25,25,4.2,1.4,1.8,0.5,"niet opkomend","onvoldoende data","sporadisch","aanwezig","aanwezig","sporadisch","afwezig","afwezig","REL-AAN-GEV-BEP"
"dier",2479407,"monniksparkiet","Myiopsitta monachus",NA,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,1,"aanwezig",43,9,20.9,16.3,7,2.2,2,1.6,"onduidelijk","onduidelijk","sporadisch","aanwezig","sporadisch","sporadisch","afwezig","aanwezig","REL-AAN-GEV-BEP"
"dier",5712056,"mummichog","Fundulus heteroclitus","Fundulus heteroclitus (Linnaeus, 1766)",4,4,0,0,0,0,1,1,1,0,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","IRR"
"dier",5219858,"muskusrat","Ondatra zibethicus","Ondatra zibethicus Linnaeus, 1766",2,2,0,0,0,0,0,0,1,1,1,1,0,1,0,"aanwezig",1590,481,30.3,22.3,17,115.5,103.5,148.5,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","REL-AAN-GEV-VER-BUI"
"dier",2498252,"nijlgans","Alopochen aegyptiaca","Alopochen aegyptiacus Linnaeus, 1766",2,2,0,0,0,0,0,1,1,1,1,0,0,0,1,"aanwezig",10382,3342,32.2,26.3,14.6,802.4,798.3,829.6,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"dier",4284921,"noordelijke slangekopvis","Channa argus","Channa argus (Cantor, 1842)",4,4,0,0,0,0,0,0,1,0,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",2350570,"oostelijk muskietenvisje","Gambusia holbrooki","Gambusia holbrooki Girard, 1859",4,4,0,0,0,0,0,1,1,0,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","sporadisch","afwezig","afwezig","REL-AFW"
"dier",8889878,"prachtslang","Elaphe taeniura",NA,NA,0,0,0,0,1,0,0,0,1,1,0,1,0,1,"aanwezig",17,2,11.8,11.8,0,0.5,0.6,0,"onduidelijk","onvoldoende data","afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AAN-GEV-BEP"
"dier",2227300,"rode Amerikaanse rivierkreeft","Procambarus clarkii","Procambarus clarkii Girard, 1852",1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,"aanwezig",456,238,52.2,35.7,37.3,57.1,47.6,93.2,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","sporadisch","REL-AAN-GEV-VER-NAT"
"dier",2433536,"rode neusbeer","Nasua nasua","Nasua nasua Linnaeus, 1766",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",1,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AAN-SPO"
"dier",5035230,"rode vuurmier","Solenopsis invicta","Solenopsis invicta Buren, 1972",4,4,0,0,0,0,0,0,0,1,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",8979506,"roestbruine Amerikaanse rivierkreeft","Faxonius rusticus","Faxonius rusticus (Girard, 1852)",4,4,1,0,0,0,0,0,1,0,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",2486131,"roodbuikbuulbuul","Pycnonotus cafer","Pycnonotus cafer (Linnaeus, 1766)",4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","sporadisch","sporadisch","sporadisch","afwezig","REL-AFW"
"dier",2486151,"roodoorbuulbuul","Pycnonotus jocosus","Pycnonotus jocosus (Linnaeus, 1758)",5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch","afwezig","sporadisch","sporadisch","afwezig","afwezig","REL-AFW"
"dier",2498305,"rosse stekelstaart","Oxyura jamaicensis","Oxyura jamaicensis Gmelin, 1789",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"aanwezig",136,78,57.4,32.4,44.9,18.7,12.9,33.4,"potentieel opkomend","onduidelijk","sporadisch","aanwezig","aanwezig","sporadisch","afwezig","aanwezig","REL-AAN-SPO"
"dier",2440954,"sikahert","Cervus nippon","Cervus nippon Temminck, 1838",5,5,0,0,0,0,0,0,0,1,1,0,1,0,1,"aanwezig",31,24,77.4,71,45.2,5.8,6.4,7.7,"onvoldoende data","niet opkomend","sporadisch","aanwezig","aanwezig","sporadisch","afwezig","aanwezig","REL-AAN-GEV-BEP"
"dier",2489005,"treurmaina","Acridotheres tristis","Acridotheres tristis Linnaeus, 1766",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",5,2,40,40,0,0.5,0.6,0,"onvoldoende data","onvoldoende data","afwezig","sporadisch","afwezig","sporadisch","afwezig","sporadisch","REL-AAN-SPO"
"dier",5035187,"tropische vuurmier","Solenopsis geminata","Solenopsis geminata (Fabricius, 1804)",4,4,0,0,0,0,0,0,0,1,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"dier",5218786,"wasbeer","Procyon lotor","Procyon lotor Linnaeus, 1758",1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"aanwezig",392,236,60.2,56.6,23,56.7,64.9,49.3,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","REL-AAN-GEV-VER-NAT"
"dier",2434552,"wasbeerhond","Nyctereutes procyonoides","Nyctereutes procyonoides Gray, 1834",2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,"sporadisch",6,2,33.3,33.3,16.7,0.5,0.6,0.5,"onvoldoende data","onvoldoende data","sporadisch","aanwezig","aanwezig","sporadisch","sporadisch","sporadisch","REL-AAN-SPO"
"dier",2350580,"westelijk muskietenvisje","Gambusia affinis","Gambusia affinis (Baird & Girard, 1853)",4,4,0,0,0,0,0,1,1,0,1,0,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","sporadisch","afwezig","afwezig","REL-AFW"
"dier",2394486,"zonnebaars","Lepomis gibbosus","Lepomis gibbosus Linnaeus, 1758",3,3,0,0,0,0,0,1,1,0,1,0,0,0,1,"aanwezig",865,456,52.7,45.5,25.7,109.5,115.2,121.6,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","REL-AAN-GEV-VER-NAT"
"dier",2340977,"zwarte dwergmeerval","Ameiurus melas","Ameiurus melas (Rafinesque, 1820)",4,4,0,0,0,0,0,0,1,0,1,0,0,0,1,"sporadisch",5,3,60,40,20,0.7,0.6,0.5,"onvoldoende data","onvoldoende data","sporadisch","aanwezig","sporadisch","aanwezig","sporadisch","afwezig","REL-AAN-SPO"
